problem,instance,number of objectives,chromosome size,solver,seed,metric name,metric value
MOTSP,kroAB200,2,200,NSGA-II,755772793,Hypervolume Ratio,0.95637
MOTSP,kroAB200,2,200,NSPSO,305089489,Hypervolume Ratio,0.886982
MOTSP,kroAB200,2,200,NSPSO,511812191,Hypervolume Ratio,0.904821
MOTSP,kroAB200,2,200,NSPSO,608055156,Hypervolume Ratio,0.843184
MOTSP,kroAB200,2,200,NSPSO,467424509,Hypervolume Ratio,0.856748
MOTSP,kroAB200,2,200,NSPSO,944441939,Hypervolume Ratio,0.888938
MOTSP,kroAB200,2,200,NSPSO,414977408,Hypervolume Ratio,0.90247
MOTSP,kroAB200,2,200,NSPSO,819312498,Hypervolume Ratio,0.872723
MOTSP,kroAB200,2,200,NSPSO,562386085,Hypervolume Ratio,0.888724
MOTSP,kroAB200,2,200,NSPSO,287613914,Hypervolume Ratio,0.917105
MOTSP,kroAB200,2,200,NSPSO,755772793,Hypervolume Ratio,0.844635
MOTSP,kroAB200,2,200,MOEA/D-DE,305089489,Hypervolume Ratio,0.946134
MOTSP,kroAB200,2,200,MOEA/D-DE,511812191,Hypervolume Ratio,0.943352
MOTSP,kroAB200,2,200,MOEA/D-DE,608055156,Hypervolume Ratio,0.969069
MOTSP,kroAB200,2,200,MOEA/D-DE,467424509,Hypervolume Ratio,0.934879
MOTSP,kroAB200,2,200,MOEA/D-DE,944441939,Hypervolume Ratio,0.949916
MOTSP,kroAB200,2,200,MOEA/D-DE,414977408,Hypervolume Ratio,0.966112
MOTSP,kroAB200,2,200,MOEA/D-DE,819312498,Hypervolume Ratio,0.946364
MOTSP,kroAB200,2,200,MOEA/D-DE,562386085,Hypervolume Ratio,0.954609
MOTSP,kroAB200,2,200,MOEA/D-DE,287613914,Hypervolume Ratio,0.93338
MOTSP,kroAB200,2,200,MOEA/D-DE,755772793,Hypervolume Ratio,0.940238
MOTSP,kroAB200,2,200,MHACO,305089489,Hypervolume Ratio,0.588241
MOTSP,kroAB200,2,200,MHACO,511812191,Hypervolume Ratio,0.579046
MOTSP,kroAB200,2,200,MHACO,608055156,Hypervolume Ratio,0.580473
MOTSP,kroAB200,2,200,MHACO,467424509,Hypervolume Ratio,0.588542
MOTSP,kroAB200,2,200,MHACO,944441939,Hypervolume Ratio,0.583536
MOTSP,kroAB200,2,200,MHACO,414977408,Hypervolume Ratio,0.585165
MOTSP,kroAB200,2,200,MHACO,819312498,Hypervolume Ratio,0.583737
MOTSP,kroAB200,2,200,MHACO,562386085,Hypervolume Ratio,0.57935
MOTSP,kroAB200,2,200,MHACO,287613914,Hypervolume Ratio,0.583871
MOTSP,kroAB200,2,200,MHACO,755772793,Hypervolume Ratio,0.580718
MOTSP,kroAB200,2,200,IHS,305089489,Hypervolume Ratio,0.661965
MOTSP,kroAB200,2,200,IHS,511812191,Hypervolume Ratio,0.639142
MOTSP,kroAB200,2,200,IHS,608055156,Hypervolume Ratio,0.645588
MOTSP,kroAB200,2,200,IHS,467424509,Hypervolume Ratio,0.663674
MOTSP,kroAB200,2,200,IHS,944441939,Hypervolume Ratio,0.660382
MOTSP,kroAB200,2,200,IHS,414977408,Hypervolume Ratio,0.667119
MOTSP,kroAB200,2,200,IHS,819312498,Hypervolume Ratio,0.655958
MOTSP,kroAB200,2,200,IHS,562386085,Hypervolume Ratio,0.663985
MOTSP,kroAB200,2,200,IHS,287613914,Hypervolume Ratio,0.646827
MOTSP,kroAB200,2,200,IHS,755772793,Hypervolume Ratio,0.640331
MOTSP,kroAB200,2,200,NS-BRKGA,305089489,Hypervolume Ratio,0.903433
MOTSP,kroAB200,2,200,NS-BRKGA,511812191,Hypervolume Ratio,0.897718
MOTSP,kroAB200,2,200,NS-BRKGA,608055156,Hypervolume Ratio,0.898533
MOTSP,kroAB200,2,200,NS-BRKGA,467424509,Hypervolume Ratio,0.889469
MOTSP,kroAB200,2,200,NS-BRKGA,944441939,Hypervolume Ratio,0.890082
MOTSP,kroAB200,2,200,NS-BRKGA,414977408,Hypervolume Ratio,0.898443
MOTSP,kroAB200,2,200,NS-BRKGA,819312498,Hypervolume Ratio,0.892659
MOTSP,kroAB200,2,200,NS-BRKGA,562386085,Hypervolume Ratio,0.906748
MOTSP,kroAB200,2,200,NS-BRKGA,287613914,Hypervolume Ratio,0.894339
MOTSP,kroAB200,2,200,NS-BRKGA,755772793,Hypervolume Ratio,0.886291
MOTSP,kroAB500,2,500,NSGA-II,305089489,Hypervolume Ratio,0.938742
MOTSP,kroAB500,2,500,NSGA-II,511812191,Hypervolume Ratio,0.940115
MOTSP,kroAB500,2,500,NSGA-II,608055156,Hypervolume Ratio,0.94643
MOTSP,kroAB500,2,500,NSGA-II,467424509,Hypervolume Ratio,0.946204
MOTSP,kroAB500,2,500,NSGA-II,944441939,Hypervolume Ratio,0.951428
MOTSP,kroAB500,2,500,NSGA-II,414977408,Hypervolume Ratio,0.931671
MOTSP,kroAB500,2,500,NSGA-II,819312498,Hypervolume Ratio,0.931602
MOTSP,kroAB500,2,500,NSGA-II,562386085,Hypervolume Ratio,0.93762
MOTSP,kroAB500,2,500,NSGA-II,287613914,Hypervolume Ratio,0.945273
MOTSP,kroAB500,2,500,NSGA-II,755772793,Hypervolume Ratio,0.935121
MOTSP,kroAB500,2,500,NSPSO,305089489,Hypervolume Ratio,0.784958
MOTSP,kroAB500,2,500,NSPSO,511812191,Hypervolume Ratio,0.802784
MOTSP,kroAB500,2,500,NSPSO,608055156,Hypervolume Ratio,0.822092
MOTSP,kroAB500,2,500,NSPSO,467424509,Hypervolume Ratio,0.802714
MOTSP,kroAB500,2,500,NSPSO,944441939,Hypervolume Ratio,0.812193
MOTSP,kroAB500,2,500,NSPSO,414977408,Hypervolume Ratio,0.82189
MOTSP,kroAB500,2,500,NSPSO,819312498,Hypervolume Ratio,0.814416
MOTSP,kroAB500,2,500,NSPSO,562386085,Hypervolume Ratio,0.82888
MOTSP,kroAB500,2,500,NSPSO,287613914,Hypervolume Ratio,0.774584
MOTSP,kroAB500,2,500,NSPSO,755772793,Hypervolume Ratio,0.809006
MOTSP,kroAB500,2,500,MOEA/D-DE,305089489,Hypervolume Ratio,0.873148
MOTSP,kroAB500,2,500,MOEA/D-DE,511812191,Hypervolume Ratio,0.881592
MOTSP,kroAB500,2,500,MOEA/D-DE,608055156,Hypervolume Ratio,0.809426
MOTSP,kroAB500,2,500,MOEA/D-DE,467424509,Hypervolume Ratio,0.903258
MOTSP,kroAB500,2,500,MOEA/D-DE,944441939,Hypervolume Ratio,0.851521
MOTSP,kroAB500,2,500,MOEA/D-DE,414977408,Hypervolume Ratio,0.852236
MOTSP,kroAB500,2,500,MOEA/D-DE,819312498,Hypervolume Ratio,0.872243
MOTSP,kroAB500,2,500,MOEA/D-DE,562386085,Hypervolume Ratio,0.917308
MOTSP,kroAB500,2,500,MOEA/D-DE,287613914,Hypervolume Ratio,0.828769
MOTSP,kroAB500,2,500,MOEA/D-DE,755772793,Hypervolume Ratio,0.855479
MOTSP,kroAB500,2,500,MHACO,305089489,Hypervolume Ratio,0.601111
MOTSP,kroAB500,2,500,MHACO,511812191,Hypervolume Ratio,0.600425
MOTSP,kroAB500,2,500,MHACO,608055156,Hypervolume Ratio,0.597957
MOTSP,kroAB500,2,500,MHACO,467424509,Hypervolume Ratio,0.598999
MOTSP,kroAB500,2,500,MHACO,944441939,Hypervolume Ratio,0.597606
MOTSP,kroAB500,2,500,MHACO,414977408,Hypervolume Ratio,0.604156
MOTSP,kroAB500,2,500,MHACO,819312498,Hypervolume Ratio,0.595119
MOTSP,kroAB500,2,500,MHACO,562386085,Hypervolume Ratio,0.599888
MOTSP,kroAB500,2,500,MHACO,287613914,Hypervolume Ratio,0.596798
MOTSP,kroAB500,2,500,MHACO,755772793,Hypervolume Ratio,0.598995
MOTSP,kroAB500,2,500,IHS,305089489,Hypervolume Ratio,0.620322
MOTSP,kroAB500,2,500,IHS,511812191,Hypervolume Ratio,0.627913
MOTSP,kroAB500,2,500,IHS,608055156,Hypervolume Ratio,0.628939
MOTSP,kroAB500,2,500,IHS,467424509,Hypervolume Ratio,0.623408
MOTSP,kroAB500,2,500,IHS,944441939,Hypervolume Ratio,0.620094
MOTSP,kroAB500,2,500,IHS,414977408,Hypervolume Ratio,0.62515
MOTSP,kroAB500,2,500,IHS,819312498,Hypervolume Ratio,0.629556
MOTSP,kroAB500,2,500,IHS,562386085,Hypervolume Ratio,0.627211
MOTSP,kroAB500,2,500,IHS,287613914,Hypervolume Ratio,0.637308
MOTSP,kroAB500,2,500,IHS,755772793,Hypervolume Ratio,0.632121
MOTSP,kroAB500,2,500,NS-BRKGA,305089489,Hypervolume Ratio,0.92281
MOTSP,kroAB500,2,500,NS-BRKGA,511812191,Hypervolume Ratio,0.896175
MOTSP,kroAB500,2,500,NS-BRKGA,608055156,Hypervolume Ratio,0.908353
MOTSP,kroAB500,2,500,NS-BRKGA,467424509,Hypervolume Ratio,0.898789
MOTSP,kroAB500,2,500,NS-BRKGA,944441939,Hypervolume Ratio,0.914954
MOTSP,kroAB500,2,500,NS-BRKGA,414977408,Hypervolume Ratio,0.925429
MOTSP,kroAB500,2,500,NS-BRKGA,819312498,Hypervolume Ratio,0.910354
MOTSP,kroAB500,2,500,NS-BRKGA,562386085,Hypervolume Ratio,0.901437
MOTSP,kroAB500,2,500,NS-BRKGA,287613914,Hypervolume Ratio,0.896057
MOTSP,kroAB500,2,500,NS-BRKGA,755772793,Hypervolume Ratio,0.899201
MOTSP,kroAB1000,2,1000,NSGA-II,305089489,Hypervolume Ratio,0.915793
MOTSP,kroAB1000,2,1000,NSGA-II,511812191,Hypervolume Ratio,0.910635
MOTSP,kroAB1000,2,1000,NSGA-II,608055156,Hypervolume Ratio,0.919101
MOTSP,kroAB1000,2,1000,NSGA-II,467424509,Hypervolume Ratio,0.939684
MOTSP,kroAB1000,2,1000,NSGA-II,944441939,Hypervolume Ratio,0.906136
MOTSP,kroAB1000,2,1000,NSGA-II,414977408,Hypervolume Ratio,0.911255
MOTSP,kroAB1000,2,1000,NSGA-II,819312498,Hypervolume Ratio,0.894237
MOTSP,kroAB1000,2,1000,NSGA-II,562386085,Hypervolume Ratio,0.913875
MOTSP,kroAB1000,2,1000,NSGA-II,287613914,Hypervolume Ratio,0.922201
MOTSP,kroAB1000,2,1000,NSGA-II,755772793,Hypervolume Ratio,0.910671
MOTSP,kroAB1000,2,1000,NSPSO,305089489,Hypervolume Ratio,0.729335
MOTSP,kroAB1000,2,1000,NSPSO,511812191,Hypervolume Ratio,0.723465
MOTSP,kroAB1000,2,1000,NSPSO,608055156,Hypervolume Ratio,0.795641
MOTSP,kroAB1000,2,1000,NSPSO,467424509,Hypervolume Ratio,0.713996
MOTSP,kroAB1000,2,1000,NSPSO,944441939,Hypervolume Ratio,0.726117
MOTSP,kroAB1000,2,1000,NSPSO,414977408,Hypervolume Ratio,0.743477
MOTSP,kroAB1000,2,1000,NSPSO,819312498,Hypervolume Ratio,0.725689
MOTSP,kroAB1000,2,1000,NSPSO,562386085,Hypervolume Ratio,0.707374
MOTSP,kroAB1000,2,1000,NSPSO,287613914,Hypervolume Ratio,0.739896
MOTSP,kroAB1000,2,1000,NSPSO,755772793,Hypervolume Ratio,0.715095
MOTSP,kroAB1000,2,1000,MOEA/D-DE,305089489,Hypervolume Ratio,0.845232
MOTSP,kroAB1000,2,1000,MOEA/D-DE,511812191,Hypervolume Ratio,0.851711
MOTSP,kroAB1000,2,1000,MOEA/D-DE,608055156,Hypervolume Ratio,0.833093
MOTSP,kroAB1000,2,1000,MOEA/D-DE,467424509,Hypervolume Ratio,0.857441
MOTSP,kroAB1000,2,1000,MOEA/D-DE,944441939,Hypervolume Ratio,0.82929
MOTSP,kroAB1000,2,1000,MOEA/D-DE,414977408,Hypervolume Ratio,0.844348
MOTSP,kroAB1000,2,1000,MOEA/D-DE,819312498,Hypervolume Ratio,0.842518
MOTSP,kroAB1000,2,1000,MOEA/D-DE,562386085,Hypervolume Ratio,0.850934
MOTSP,kroAB1000,2,1000,MOEA/D-DE,287613914,Hypervolume Ratio,0.841263
MOTSP,kroAB1000,2,1000,MOEA/D-DE,755772793,Hypervolume Ratio,0.863521
MOTSP,kroAB1000,2,1000,MHACO,305089489,Hypervolume Ratio,0.658054
MOTSP,kroAB1000,2,1000,MHACO,511812191,Hypervolume Ratio,0.664747
MOTSP,kroAB1000,2,1000,MHACO,608055156,Hypervolume Ratio,0.663474
MOTSP,kroAB1000,2,1000,MHACO,467424509,Hypervolume Ratio,0.658579
MOTSP,kroAB1000,2,1000,MHACO,944441939,Hypervolume Ratio,0.657668
MOTSP,kroAB1000,2,1000,MHACO,414977408,Hypervolume Ratio,0.659237
MOTSP,kroAB1000,2,1000,MHACO,819312498,Hypervolume Ratio,0.660148
MOTSP,kroAB1000,2,1000,MHACO,562386085,Hypervolume Ratio,0.661394
MOTSP,kroAB1000,2,1000,MHACO,287613914,Hypervolume Ratio,0.663317
MOTSP,kroAB1000,2,1000,MHACO,755772793,Hypervolume Ratio,0.662336
MOTSP,kroAB1000,2,1000,IHS,305089489,Hypervolume Ratio,0.68099
MOTSP,kroAB1000,2,1000,IHS,511812191,Hypervolume Ratio,0.679903
MOTSP,kroAB1000,2,1000,IHS,608055156,Hypervolume Ratio,0.68072
MOTSP,kroAB1000,2,1000,IHS,467424509,Hypervolume Ratio,0.672267
MOTSP,kroAB1000,2,1000,IHS,944441939,Hypervolume Ratio,0.672114
MOTSP,kroAB1000,2,1000,IHS,414977408,Hypervolume Ratio,0.683067
MOTSP,kroAB1000,2,1000,IHS,819312498,Hypervolume Ratio,0.675424
MOTSP,kroAB1000,2,1000,IHS,562386085,Hypervolume Ratio,0.679167
MOTSP,kroAB1000,2,1000,IHS,287613914,Hypervolume Ratio,0.682094
MOTSP,kroAB1000,2,1000,IHS,755772793,Hypervolume Ratio,0.678316
MOTSP,kroAB1000,2,1000,NS-BRKGA,305089489,Hypervolume Ratio,0.943818
MOTSP,kroAB1000,2,1000,NS-BRKGA,511812191,Hypervolume Ratio,0.930357
MOTSP,kroAB1000,2,1000,NS-BRKGA,608055156,Hypervolume Ratio,0.948035
MOTSP,kroAB1000,2,1000,NS-BRKGA,467424509,Hypervolume Ratio,0.935039
MOTSP,kroAB1000,2,1000,NS-BRKGA,944441939,Hypervolume Ratio,0.934579
MOTSP,kroAB1000,2,1000,NS-BRKGA,414977408,Hypervolume Ratio,0.952243
MOTSP,kroAB1000,2,1000,NS-BRKGA,819312498,Hypervolume Ratio,0.942842
MOTSP,kroAB1000,2,1000,NS-BRKGA,562386085,Hypervolume Ratio,0.929053
MOTSP,kroAB1000,2,1000,NS-BRKGA,287613914,Hypervolume Ratio,0.932972
MOTSP,kroAB1000,2,1000,NS-BRKGA,755772793,Hypervolume Ratio,0.944522
MOTSP,kroABC100,3,100,NSGA-II,305089489,Hypervolume Ratio,0.924946
MOTSP,kroABC100,3,100,NSGA-II,511812191,Hypervolume Ratio,0.906282
MOTSP,kroABC100,3,100,NSGA-II,608055156,Hypervolume Ratio,0.924446
MOTSP,kroABC100,3,100,NSGA-II,467424509,Hypervolume Ratio,0.897018
MOTSP,kroABC100,3,100,NSGA-II,944441939,Hypervolume Ratio,0.88202
MOTSP,kroABC100,3,100,NSGA-II,414977408,Hypervolume Ratio,0.947267
MOTSP,kroABC100,3,100,NSGA-II,819312498,Hypervolume Ratio,0.91575
MOTSP,kroABC100,3,100,NSGA-II,562386085,Hypervolume Ratio,0.906337
MOTSP,kroABC100,3,100,NSGA-II,287613914,Hypervolume Ratio,0.899484
MOTSP,kroABC100,3,100,NSGA-II,755772793,Hypervolume Ratio,0.8826
MOTSP,kroABC100,3,100,NSPSO,305089489,Hypervolume Ratio,0.784746
MOTSP,kroABC100,3,100,NSPSO,511812191,Hypervolume Ratio,0.813301
MOTSP,kroABC100,3,100,NSPSO,608055156,Hypervolume Ratio,0.835934
MOTSP,kroABC100,3,100,NSPSO,467424509,Hypervolume Ratio,0.811519
MOTSP,kroABC100,3,100,NSPSO,944441939,Hypervolume Ratio,0.790126
MOTSP,kroABC100,3,100,NSPSO,414977408,Hypervolume Ratio,0.809147
MOTSP,kroABC100,3,100,NSPSO,819312498,Hypervolume Ratio,0.822753
MOTSP,kroABC100,3,100,NSPSO,562386085,Hypervolume Ratio,0.784298
MOTSP,kroABC100,3,100,NSPSO,287613914,Hypervolume Ratio,0.815537
MOTSP,kroABC100,3,100,NSPSO,755772793,Hypervolume Ratio,0.780963
MOTSP,kroABC100,3,100,MOEA/D-DE,305089489,Hypervolume Ratio,0.886348
MOTSP,kroABC100,3,100,MOEA/D-DE,511812191,Hypervolume Ratio,0.891061
MOTSP,kroABC100,3,100,MOEA/D-DE,608055156,Hypervolume Ratio,0.892344
MOTSP,kroABC100,3,100,MOEA/D-DE,467424509,Hypervolume Ratio,0.93842
MOTSP,kroABC100,3,100,MOEA/D-DE,944441939,Hypervolume Ratio,0.884297
MOTSP,kroABC100,3,100,MOEA/D-DE,414977408,Hypervolume Ratio,0.886725
MOTSP,kroABC100,3,100,MOEA/D-DE,819312498,Hypervolume Ratio,0.909907
MOTSP,kroABC100,3,100,MOEA/D-DE,562386085,Hypervolume Ratio,0.912523
MOTSP,kroABC100,3,100,MOEA/D-DE,287613914,Hypervolume Ratio,0.89924
MOTSP,kroABC100,3,100,MOEA/D-DE,755772793,Hypervolume Ratio,0.880049
MOTSP,kroABC100,3,100,MHACO,305089489,Hypervolume Ratio,0.595139
MOTSP,kroABC100,3,100,MHACO,511812191,Hypervolume Ratio,0.538313
MOTSP,kroABC100,3,100,MHACO,608055156,Hypervolume Ratio,0.537849
MOTSP,kroABC100,3,100,MHACO,467424509,Hypervolume Ratio,0.508093
MOTSP,kroABC100,3,100,MHACO,944441939,Hypervolume Ratio,0.546466
MOTSP,kroABC100,3,100,MHACO,414977408,Hypervolume Ratio,0.507044
MOTSP,kroABC100,3,100,MHACO,819312498,Hypervolume Ratio,0.550356
MOTSP,kroABC100,3,100,MHACO,562386085,Hypervolume Ratio,0.518892
MOTSP,kroABC100,3,100,MHACO,287613914,Hypervolume Ratio,0.522156
MOTSP,kroABC100,3,100,MHACO,755772793,Hypervolume Ratio,0.520353
MOTSP,kroABC100,3,100,IHS,305089489,Hypervolume Ratio,0.670985
MOTSP,kroABC100,3,100,IHS,511812191,Hypervolume Ratio,0.662892
MOTSP,kroABC100,3,100,IHS,608055156,Hypervolume Ratio,0.64809
MOTSP,kroABC100,3,100,IHS,467424509,Hypervolume Ratio,0.673753
MOTSP,kroABC100,3,100,IHS,944441939,Hypervolume Ratio,0.6636
MOTSP,kroABC100,3,100,IHS,414977408,Hypervolume Ratio,0.639092
MOTSP,kroABC100,3,100,IHS,819312498,Hypervolume Ratio,0.656443
MOTSP,kroABC100,3,100,IHS,562386085,Hypervolume Ratio,0.682189
MOTSP,kroABC100,3,100,IHS,287613914,Hypervolume Ratio,0.641573
MOTSP,kroABC100,3,100,IHS,755772793,Hypervolume Ratio,0.646751
MOTSP,kroABC100,3,100,NS-BRKGA,305089489,Hypervolume Ratio,0.79964
MOTSP,kroABC100,3,100,NS-BRKGA,511812191,Hypervolume Ratio,0.811001
MOTSP,kroABC100,3,100,NS-BRKGA,608055156,Hypervolume Ratio,0.805928
MOTSP,kroABC100,3,100,NS-BRKGA,467424509,Hypervolume Ratio,0.805131
MOTSP,kroABC100,3,100,NS-BRKGA,944441939,Hypervolume Ratio,0.836891
MOTSP,kroABC100,3,100,NS-BRKGA,414977408,Hypervolume Ratio,0.81544
MOTSP,kroABC100,3,100,NS-BRKGA,819312498,Hypervolume Ratio,0.788788
MOTSP,kroABC100,3,100,NS-BRKGA,562386085,Hypervolume Ratio,0.814315
MOTSP,kroABC100,3,100,NS-BRKGA,287613914,Hypervolume Ratio,0.801798
MOTSP,kroABC100,3,100,NS-BRKGA,755772793,Hypervolume Ratio,0.808912
MOTSP,kroABC200,3,200,NSGA-II,305089489,Hypervolume Ratio,0.923394
MOTSP,kroABC200,3,200,NSGA-II,511812191,Hypervolume Ratio,0.941476
MOTSP,kroABC200,3,200,NSGA-II,608055156,Hypervolume Ratio,0.927555
MOTSP,kroABC200,3,200,NSGA-II,467424509,Hypervolume Ratio,0.935945
MOTSP,kroABC200,3,200,NSGA-II,944441939,Hypervolume Ratio,0.92808
MOTSP,kroABC200,3,200,NSGA-II,414977408,Hypervolume Ratio,0.927229
MOTSP,kroABC200,3,200,NSGA-II,819312498,Hypervolume Ratio,0.917635
MOTSP,kroABC200,3,200,NSGA-II,562386085,Hypervolume Ratio,0.911344
MOTSP,kroABC200,3,200,NSGA-II,287613914,Hypervolume Ratio,0.91891
MOTSP,kroABC200,3,200,NSGA-II,755772793,Hypervolume Ratio,0.9197
MOTSP,kroABC200,3,200,NSPSO,305089489,Hypervolume Ratio,0.735259
MOTSP,kroABC200,3,200,NSPSO,511812191,Hypervolume Ratio,0.753358
MOTSP,kroABC200,3,200,NSPSO,608055156,Hypervolume Ratio,0.747859
MOTSP,kroABC200,3,200,NSPSO,467424509,Hypervolume Ratio,0.799228
MOTSP,kroABC200,3,200,NSPSO,944441939,Hypervolume Ratio,0.742899
MOTSP,kroABC200,3,200,NSPSO,414977408,Hypervolume Ratio,0.722981
MOTSP,kroABC200,3,200,NSPSO,819312498,Hypervolume Ratio,0.764362
MOTSP,kroABC200,3,200,NSPSO,562386085,Hypervolume Ratio,0.737798
MOTSP,kroABC200,3,200,NSPSO,287613914,Hypervolume Ratio,0.741141
MOTSP,kroABC200,3,200,NSPSO,755772793,Hypervolume Ratio,0.70713
MOTSP,kroABC200,3,200,MOEA/D-DE,305089489,Hypervolume Ratio,0.911228
MOTSP,kroABC200,3,200,MOEA/D-DE,511812191,Hypervolume Ratio,0.923114
